	OrphaNumber	Disease_name	GeneAssociationCount	Associated_genes	Gene_IDs	Association_types	Association_statuses
38	550	MELAS	14	['mitochondrially encoded tRNA-Gln (CAA/G)', 'mitochondrially encoded cytochrome c oxidase I', 'mitochondrially encoded cytochrome c oxidase II', 'mitochondrially encoded cytochrome c oxidase III', 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1', 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6', 'mitochondrially encoded tRNA-Leu (UUA/G) 1', 'mitochondrially encoded tRNA-Trp (UGA/G)', 'mitochondrially encoded tRNA-His (CAU/C)', 'mitochondrially encoded tRNA-Ser (UCN) 1', 'mitochondrially encoded tRNA-Ser (AGU/C) 2', 'mitochondrially encoded tRNA-Phe (UUU/C)']	[{'ExternalReference': [{'id': '83045', 'Source': 'Ensembl', 'Reference': 'ENSG00000210107'}, {'id': '35219', 'Source': 'Genatlas', 'Reference': 'MT-TQ'}, {'id': '35220', 'Source': 'HGNC', 'Reference': '7495'}, {'id': '46813', 'Source': 'OMIM', 'Reference': '590030'}], 'count': '4'}, {'ExternalReference': [{'id': '56918', 'Source': 'Ensembl', 'Reference': 'ENSG00000198804'}, {'id': '37247', 'Source': 'Genatlas', 'Reference': 'MT-CO1'}, {'id': '31458', 'Source': 'HGNC', 'Reference': '7419'}, {'id': '31457', 'Source': 'OMIM', 'Reference': '516030'}, {'id': '56919', 'Source': 'Reactome', 'Reference': 'P00395'}, {'id': '33536', 'Source': 'SwissProt', 'Reference': 'P00395'}], 'count': '6'}, {'ExternalReference': [{'id': '60485', 'Source': 'Ensembl', 'Reference': 'ENSG00000198712'}, {'id': '37248', 'Source': 'Genatlas', 'Reference': 'MT-CO2'}, {'id': '31462', 'Source': 'HGNC', 'Reference': '7421'}, {'id': '31461', 'Source': 'OMIM', 'Reference': '516040'}, {'id': '60486', 'Source': 'Reactome', 'Reference': 'P00403'}, {'id': '33537', 'Source': 'SwissProt', 'Reference': 'P00403'}], 'count': '6'}, {'ExternalReference': [{'id': '56749', 'Source': 'Ensembl', 'Reference': 'ENSG00000198938'}, {'id': '37249', 'Source': 'Genatlas', 'Reference': 'MT-CO3'}, {'id': '31466', 'Source': 'HGNC', 'Reference': '7422'}, {'id': '31465', 'Source': 'OMIM', 'Reference': '516050'}, {'id': '56750', 'Source': 'Reactome', 'Reference': 'P00414'}, {'id': '33538', 'Source': 'SwissProt', 'Reference': 'P00414'}], 'count': '6'}, {'ExternalReference': [{'id': '56741', 'Source': 'Ensembl', 'Reference': 'ENSG00000198888'}, {'id': '37257', 'Source': 'Genatlas', 'Reference': 'MT-ND1'}, {'id': '31489', 'Source': 'HGNC', 'Reference': '7455'}, {'id': '31488', 'Source': 'OMIM', 'Reference': '516000'}, {'id': '56742', 'Source': 'Reactome', 'Reference': 'P03886'}, {'id': '33543', 'Source': 'SwissProt', 'Reference': 'P03886'}], 'count': '6'}, {'ExternalReference': [{'id': '56743', 'Source': 'Ensembl', 'Reference': 'ENSG00000198886'}, {'id': '37260', 'Source': 'Genatlas', 'Reference': 'MT-ND4'}, {'id': '31501', 'Source': 'HGNC', 'Reference': '7459'}, {'id': '31500', 'Source': 'OMIM', 'Reference': '516003'}, {'id': '56744', 'Source': 'Reactome', 'Reference': 'P03905'}, {'id': '33546', 'Source': 'SwissProt', 'Reference': 'P03905'}], 'count': '6'}, {'ExternalReference': [{'id': '56745', 'Source': 'Ensembl', 'Reference': 'ENSG00000198786'}, {'id': '37261', 'Source': 'Genatlas', 'Reference': 'MT-ND5'}, {'id': '31509', 'Source': 'HGNC', 'Reference': '7461'}, {'id': '31508', 'Source': 'OMIM', 'Reference': '516005'}, {'id': '56746', 'Source': 'Reactome', 'Reference': 'P03915'}, {'id': '33548', 'Source': 'SwissProt', 'Reference': 'P03915'}], 'count': '6'}, {'ExternalReference': [{'id': '56747', 'Source': 'Ensembl', 'Reference': 'ENSG00000198695'}, {'id': '37262', 'Source': 'Genatlas', 'Reference': 'MT-ND6'}, {'id': '31513', 'Source': 'HGNC', 'Reference': '7462'}, {'id': '31512', 'Source': 'OMIM', 'Reference': '516006'}, {'id': '56748', 'Source': 'Reactome', 'Reference': 'P03923'}, {'id': '33549', 'Source': 'SwissProt', 'Reference': 'P03923'}], 'count': '6'}, {'ExternalReference': [{'id': '83042', 'Source': 'Ensembl', 'Reference': 'ENSG00000209082'}, {'id': '35211', 'Source': 'Genatlas', 'Reference': 'MT-TL1'}, {'id': '35210', 'Source': 'HGNC', 'Reference': '7490'}, {'id': '35884', 'Source': 'OMIM', 'Reference': '590050'}], 'count': '4'}, {'ExternalReference': [{'id': '38241', 'Source': 'HGNC', 'Reference': '7501'}, {'id': '38242', 'Source': 'OMIM', 'Reference': '590095'}, {'id': '83100', 'Source': 'Ensembl', 'Reference': 'ENSG00000210117'}, {'id': '38240', 'Source': 'Genatlas', 'Reference': 'MT-TW'}], 'count': '4'}, {'ExternalReference': [{'id': '83109', 'Source': 'Ensembl', 'Reference': 'ENSG00000210176'}, {'id': '98046', 'Source': 'Genatlas', 'Reference': 'TRNH'}, {'id': '38847', 'Source': 'HGNC', 'Reference': '7487'}, {'id': '38848', 'Source': 'OMIM', 'Reference': '590040'}], 'count': '4'}, {'ExternalReference': [{'id': '83111', 'Source': 'Ensembl', 'Reference': 'ENSG00000210151'}, {'id': '39137', 'Source': 'Genatlas', 'Reference': 'MT-TS1'}, {'id': '39138', 'Source': 'HGNC', 'Reference': '7497'}, {'id': '39139', 'Source': 'OMIM', 'Reference': '590080'}], 'count': '4'}, {'ExternalReference': [{'id': '39142', 'Source': 'HGNC', 'Reference': '7498'}, {'id': '39143', 'Source': 'OMIM', 'Reference': '590085'}, {'id': '83112', 'Source': 'Ensembl', 'Reference': 'ENSG00000210184'}, {'id': '39141', 'Source': 'Genatlas', 'Reference': 'MT-TS2'}], 'count': '4'}, {'ExternalReference': [{'id': '83113', 'Source': 'Ensembl', 'Reference': 'ENSG00000210049'}, {'id': '39145', 'Source': 'Genatlas', 'Reference': 'MT-TF'}, {'id': '39146', 'Source': 'HGNC', 'Reference': '7481'}, {'id': '39147', 'Source': 'OMIM', 'Reference': '590070'}], 'count': '4'}]	['Candidate gene tested in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Candidate gene tested in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Candidate gene tested in', 'Disease-causing germline mutation(s) in', 'Candidate gene tested in', 'Disease-causing germline mutation(s) in']	['Not yet assessed', 'Assessed', 'Assessed', 'Not yet assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Not yet assessed', 'Assessed', 'Not yet assessed', 'Assessed']
39	269	Facioscapulohumeral dystrophy	5	['double homeobox 4', 'double homeobox 4 like 1 (pseudogene)', 'FSHD region gene 1', 'structural maintenance of chromosomes flexible hinge domain containing 1', 'structural maintenance of chromosomes flexible hinge domain containing 1']	[{'ExternalReference': [{'id': '143360', 'Source': 'Reactome', 'Reference': 'Q9UBX2'}, {'id': '134954', 'Source': 'HGNC', 'Reference': '50800'}, {'id': '134955', 'Source': 'OMIM', 'Reference': '606009'}, {'id': '134956', 'Source': 'Genatlas', 'Reference': 'DUX4'}, {'id': '134957', 'Source': 'SwissProt', 'Reference': 'Q9UBX2'}, {'id': '134958', 'Source': 'Ensembl', 'Reference': 'ENSG00000260596'}], 'count': '6'}, {'ExternalReference': [{'id': '96210', 'Source': 'Ensembl', 'Reference': 'ENSG00000280757'}, {'id': '28723', 'Source': 'HGNC', 'Reference': '3082'}], 'count': '2'}, {'ExternalReference': [{'id': '56740', 'Source': 'Ensembl', 'Reference': 'ENSG00000109536'}, {'id': '37463', 'Source': 'Genatlas', 'Reference': 'FRG1'}, {'id': '29577', 'Source': 'HGNC', 'Reference': '3954'}, {'id': '29576', 'Source': 'OMIM', 'Reference': '601278'}, {'id': '33088', 'Source': 'SwissProt', 'Reference': 'Q14331'}, {'id': '142821', 'Source': 'Reactome', 'Reference': 'Q14331'}], 'count': '6'}, {'ExternalReference': [{'id': '83597', 'Source': 'Ensembl', 'Reference': 'ENSG00000101596'}, {'id': '75866', 'Source': 'Genatlas', 'Reference': 'SMCHD1'}, {'id': '75864', 'Source': 'HGNC', 'Reference': '29090'}, {'id': '75865', 'Source': 'OMIM', 'Reference': '614982'}, {'id': '75867', 'Source': 'SwissProt', 'Reference': 'A6NHR9'}], 'count': '5'}, {'ExternalReference': [{'id': '83597', 'Source': 'Ensembl', 'Reference': 'ENSG00000101596'}, {'id': '75866', 'Source': 'Genatlas', 'Reference': 'SMCHD1'}, {'id': '75864', 'Source': 'HGNC', 'Reference': '29090'}, {'id': '75865', 'Source': 'OMIM', 'Reference': '614982'}, {'id': '75867', 'Source': 'SwissProt', 'Reference': 'A6NHR9'}], 'count': '5'}]	['Candidate gene tested in', 'Candidate gene tested in', 'Candidate gene tested in', 'Disease-causing germline mutation(s) in', 'Modifying germline mutation in']	['Not yet assessed', 'Not yet assessed', 'Not yet assessed', 'Assessed', 'Assessed']
40	480	Kearns-Sayre syndrome	3	['mitochondrially encoded ATP synthase membrane subunit 8', 'ribonucleotide reductase regulatory TP53 inducible subunit M2B', 'mitochondrially encoded tRNA-Leu (UUA/G) 1']	[{'ExternalReference': [{'id': '37636', 'Source': 'Genatlas', 'Reference': 'MT-ATP8'}, {'id': '37245', 'Source': 'HGNC', 'Reference': '7415'}, {'id': '37244', 'Source': 'OMIM', 'Reference': '516070'}, {'id': '56736', 'Source': 'Reactome', 'Reference': 'P03928'}, {'id': '37246', 'Source': 'SwissProt', 'Reference': 'P03928'}, {'id': '82640', 'Source': 'Ensembl', 'Reference': 'ENSG00000228253'}], 'count': '6'}, {'ExternalReference': [{'id': '56737', 'Source': 'Ensembl', 'Reference': 'ENSG00000048392'}, {'id': '39297', 'Source': 'Genatlas', 'Reference': 'RRM2B'}, {'id': '39298', 'Source': 'HGNC', 'Reference': '17296'}, {'id': '87983', 'Source': 'IUPHAR', 'Reference': '2754'}, {'id': '39299', 'Source': 'OMIM', 'Reference': '604712'}, {'id': '82668', 'Source': 'Reactome', 'Reference': 'Q7LG56'}, {'id': '82614', 'Source': 'SwissProt', 'Reference': 'Q7LG56'}], 'count': '7'}, {'ExternalReference': [{'id': '83042', 'Source': 'Ensembl', 'Reference': 'ENSG00000209082'}, {'id': '35211', 'Source': 'Genatlas', 'Reference': 'MT-TL1'}, {'id': '35210', 'Source': 'HGNC', 'Reference': '7490'}, {'id': '35884', 'Source': 'OMIM', 'Reference': '590050'}], 'count': '4'}]	['Candidate gene tested in', 'Disease-causing germline mutation(s) in', 'Candidate gene tested in']	['Not yet assessed', 'Assessed', 'Not yet assessed']
41	163908	Limbic encephalitis with LGI1 antibodies	2	['major histocompatibility complex, class II, DR beta 1', 'major histocompatibility complex, class II, DQ beta 1']	[{'ExternalReference': [{'id': '56818', 'Source': 'Ensembl', 'Reference': 'ENSG00000196126'}, {'id': '37478', 'Source': 'Genatlas', 'Reference': 'HLA-DRB1'}, {'id': '30196', 'Source': 'HGNC', 'Reference': '4948'}, {'id': '30195', 'Source': 'OMIM', 'Reference': '142857'}, {'id': '56819', 'Source': 'Reactome', 'Reference': 'P04229'}, {'id': '33220', 'Source': 'SwissProt', 'Reference': 'P04229'}], 'count': '6'}, {'ExternalReference': [{'id': '56816', 'Source': 'Ensembl', 'Reference': 'ENSG00000179344'}, {'id': '43209', 'Source': 'Genatlas', 'Reference': 'HLA-DQB1'}, {'id': '43210', 'Source': 'HGNC', 'Reference': '4944'}, {'id': '43211', 'Source': 'OMIM', 'Reference': '604305'}, {'id': '82670', 'Source': 'Reactome', 'Reference': 'P01920'}, {'id': '82625', 'Source': 'SwissProt', 'Reference': 'P01920'}], 'count': '6'}]	['Major susceptibility factor in', 'Major susceptibility factor in']	['Assessed', 'Assessed']
42	551	MERRF	10	['mitochondrially encoded tRNA-Pro (CCN)', 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'mitochondrially encoded tRNA-Leu (UUA/G) 1', 'mitochondrially encoded tRNA-Lys (AAA/G)', 'mitochondrially encoded 12S rRNA', 'mitochondrially encoded tRNA-Gln (CAA/G)', 'mitochondrially encoded tRNA-His (CAU/C)', 'mitochondrially encoded tRNA-Ser (UCN) 1', 'mitochondrially encoded tRNA-Ser (AGU/C) 2', 'mitochondrially encoded tRNA-Phe (UUU/C)']	[{'ExternalReference': [{'id': '83149', 'Source': 'Ensembl', 'Reference': 'ENSG00000210196'}, {'id': '42690', 'Source': 'Genatlas', 'Reference': 'MT-TP'}, {'id': '42691', 'Source': 'HGNC', 'Reference': '7494'}, {'id': '42692', 'Source': 'OMIM', 'Reference': '590075'}], 'count': '4'}, {'ExternalReference': [{'id': '56745', 'Source': 'Ensembl', 'Reference': 'ENSG00000198786'}, {'id': '37261', 'Source': 'Genatlas', 'Reference': 'MT-ND5'}, {'id': '31509', 'Source': 'HGNC', 'Reference': '7461'}, {'id': '31508', 'Source': 'OMIM', 'Reference': '516005'}, {'id': '56746', 'Source': 'Reactome', 'Reference': 'P03915'}, {'id': '33548', 'Source': 'SwissProt', 'Reference': 'P03915'}], 'count': '6'}, {'ExternalReference': [{'id': '83042', 'Source': 'Ensembl', 'Reference': 'ENSG00000209082'}, {'id': '35211', 'Source': 'Genatlas', 'Reference': 'MT-TL1'}, {'id': '35210', 'Source': 'HGNC', 'Reference': '7490'}, {'id': '35884', 'Source': 'OMIM', 'Reference': '590050'}], 'count': '4'}, {'ExternalReference': [{'id': '83043', 'Source': 'Ensembl', 'Reference': 'ENSG00000210156'}, {'id': '35213', 'Source': 'Genatlas', 'Reference': 'MT-TK'}, {'id': '35214', 'Source': 'HGNC', 'Reference': '7489'}, {'id': '35885', 'Source': 'OMIM', 'Reference': '590060'}], 'count': '4'}, {'ExternalReference': [{'id': '100283', 'Source': 'SwissProt', 'Reference': 'A0A0C5B5G6'}, {'id': '83044', 'Source': 'Ensembl', 'Reference': 'ENSG00000211459'}, {'id': '35217', 'Source': 'Genatlas', 'Reference': 'MT-RNR1'}, {'id': '35216', 'Source': 'HGNC', 'Reference': '7470'}, {'id': '40551', 'Source': 'OMIM', 'Reference': '561000'}], 'count': '5'}, {'ExternalReference': [{'id': '83045', 'Source': 'Ensembl', 'Reference': 'ENSG00000210107'}, {'id': '35219', 'Source': 'Genatlas', 'Reference': 'MT-TQ'}, {'id': '35220', 'Source': 'HGNC', 'Reference': '7495'}, {'id': '46813', 'Source': 'OMIM', 'Reference': '590030'}], 'count': '4'}, {'ExternalReference': [{'id': '83109', 'Source': 'Ensembl', 'Reference': 'ENSG00000210176'}, {'id': '98046', 'Source': 'Genatlas', 'Reference': 'TRNH'}, {'id': '38847', 'Source': 'HGNC', 'Reference': '7487'}, {'id': '38848', 'Source': 'OMIM', 'Reference': '590040'}], 'count': '4'}, {'ExternalReference': [{'id': '83111', 'Source': 'Ensembl', 'Reference': 'ENSG00000210151'}, {'id': '39137', 'Source': 'Genatlas', 'Reference': 'MT-TS1'}, {'id': '39138', 'Source': 'HGNC', 'Reference': '7497'}, {'id': '39139', 'Source': 'OMIM', 'Reference': '590080'}], 'count': '4'}, {'ExternalReference': [{'id': '39142', 'Source': 'HGNC', 'Reference': '7498'}, {'id': '39143', 'Source': 'OMIM', 'Reference': '590085'}, {'id': '83112', 'Source': 'Ensembl', 'Reference': 'ENSG00000210184'}, {'id': '39141', 'Source': 'Genatlas', 'Reference': 'MT-TS2'}], 'count': '4'}, {'ExternalReference': [{'id': '83113', 'Source': 'Ensembl', 'Reference': 'ENSG00000210049'}, {'id': '39145', 'Source': 'Genatlas', 'Reference': 'MT-TF'}, {'id': '39146', 'Source': 'HGNC', 'Reference': '7481'}, {'id': '39147', 'Source': 'OMIM', 'Reference': '590070'}], 'count': '4'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Candidate gene tested in', 'Candidate gene tested in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Candidate gene tested in', 'Disease-causing germline mutation(s) in']	['Assessed', 'Assessed', 'Assessed', 'Assessed', 'Not yet assessed', 'Not yet assessed', 'Assessed', 'Assessed', 'Not yet assessed', 'Assessed']
43	597	Central core disease	1	['ryanodine receptor 1']	[{'ExternalReference': [{'id': '56751', 'Source': 'Ensembl', 'Reference': 'ENSG00000196218'}, {'id': '25557', 'Source': 'Genatlas', 'Reference': 'RYR1'}, {'id': '25555', 'Source': 'HGNC', 'Reference': '10483'}, {'id': '82766', 'Source': 'IUPHAR', 'Reference': '747'}, {'id': '25554', 'Source': 'OMIM', 'Reference': '180901'}, {'id': '82765', 'Source': 'Reactome', 'Reference': 'P21817'}, {'id': '33795', 'Source': 'SwissProt', 'Reference': 'P21817'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
44	163746	Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease	1	['SRY-box 10']	[{'ExternalReference': [{'id': '57875', 'Source': 'Ensembl', 'Reference': 'ENSG00000100146'}, {'id': '27008', 'Source': 'Genatlas', 'Reference': 'SOX10'}, {'id': '27010', 'Source': 'HGNC', 'Reference': '11190'}, {'id': '27009', 'Source': 'OMIM', 'Reference': '602229'}, {'id': '32509', 'Source': 'SwissProt', 'Reference': 'P56693'}, {'id': '143985', 'Source': 'Reactome', 'Reference': 'P56693'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
45	684	Paramyotonia congenita of Von Eulenburg	1	['sodium voltage-gated channel alpha subunit 4']	[{'ExternalReference': [{'id': '25633', 'Source': 'Genatlas', 'Reference': 'SCN4A'}, {'id': '25631', 'Source': 'HGNC', 'Reference': '10591'}, {'id': '82771', 'Source': 'IUPHAR', 'Reference': '581'}, {'id': '25630', 'Source': 'OMIM', 'Reference': '603967'}, {'id': '56757', 'Source': 'Reactome', 'Reference': 'P35499'}, {'id': '33811', 'Source': 'SwissProt', 'Reference': 'P35499'}, {'id': '56756', 'Source': 'Ensembl', 'Reference': 'ENSG00000007314'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
46	163931	Acrodermatitis continua of Hallopeau	2	['interleukin 36 receptor antagonist', 'adaptor related protein complex 1 subunit sigma 3']	[{'ExternalReference': [{'id': '60455', 'Source': 'Ensembl', 'Reference': 'ENSG00000136695'}, {'id': '54297', 'Source': 'Genatlas', 'Reference': 'IL36RN'}, {'id': '54295', 'Source': 'HGNC', 'Reference': '15561'}, {'id': '54296', 'Source': 'OMIM', 'Reference': '605507'}, {'id': '54298', 'Source': 'SwissProt', 'Reference': 'Q9UBH0'}, {'id': '143523', 'Source': 'Reactome', 'Reference': 'Q9UBH0'}], 'count': '6'}, {'ExternalReference': [{'id': '91580', 'Source': 'Ensembl', 'Reference': 'ENSG00000152056'}, {'id': '89927', 'Source': 'Genatlas', 'Reference': 'AP1S3'}, {'id': '89925', 'Source': 'HGNC', 'Reference': '18971'}, {'id': '89926', 'Source': 'OMIM', 'Reference': '615781'}, {'id': '91579', 'Source': 'Reactome', 'Reference': 'Q96PC3'}, {'id': '89928', 'Source': 'SwissProt', 'Reference': 'Q96PC3'}], 'count': '6'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in']	['Assessed', 'Assessed']
47	273	Steinert myotonic dystrophy	1	['DM1 protein kinase']	[{'ExternalReference': [{'id': '56758', 'Source': 'Ensembl', 'Reference': 'ENSG00000104936'}, {'id': '28617', 'Source': 'Genatlas', 'Reference': 'DMPK'}, {'id': '28615', 'Source': 'HGNC', 'Reference': '2933'}, {'id': '82882', 'Source': 'IUPHAR', 'Reference': '1505'}, {'id': '28614', 'Source': 'OMIM', 'Reference': '605377'}, {'id': '98056', 'Source': 'Reactome', 'Reference': 'Q09013'}, {'id': '32889', 'Source': 'SwissProt', 'Reference': 'Q09013'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
48	163927	Pustulosis palmaris et plantaris	2	['interleukin 36 receptor antagonist', 'adaptor related protein complex 1 subunit sigma 3']	[{'ExternalReference': [{'id': '60455', 'Source': 'Ensembl', 'Reference': 'ENSG00000136695'}, {'id': '54297', 'Source': 'Genatlas', 'Reference': 'IL36RN'}, {'id': '54295', 'Source': 'HGNC', 'Reference': '15561'}, {'id': '54296', 'Source': 'OMIM', 'Reference': '605507'}, {'id': '54298', 'Source': 'SwissProt', 'Reference': 'Q9UBH0'}, {'id': '143523', 'Source': 'Reactome', 'Reference': 'Q9UBH0'}], 'count': '6'}, {'ExternalReference': [{'id': '91580', 'Source': 'Ensembl', 'Reference': 'ENSG00000152056'}, {'id': '89927', 'Source': 'Genatlas', 'Reference': 'AP1S3'}, {'id': '89925', 'Source': 'HGNC', 'Reference': '18971'}, {'id': '89926', 'Source': 'OMIM', 'Reference': '615781'}, {'id': '91579', 'Source': 'Reactome', 'Reference': 'Q96PC3'}, {'id': '89928', 'Source': 'SwissProt', 'Reference': 'Q96PC3'}], 'count': '6'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in']	['Assessed', 'Assessed']
49	163937	X-linked intellectual disability, Najm type	1	['calcium/calmodulin dependent serine protein kinase']	[{'ExternalReference': [{'id': '57955', 'Source': 'Ensembl', 'Reference': 'ENSG00000147044'}, {'id': '38688', 'Source': 'Genatlas', 'Reference': 'CASK'}, {'id': '38796', 'Source': 'HGNC', 'Reference': '1497'}, {'id': '83107', 'Source': 'IUPHAR', 'Reference': '1959'}, {'id': '38690', 'Source': 'OMIM', 'Reference': '300172'}, {'id': '82666', 'Source': 'Reactome', 'Reference': 'O14936'}, {'id': '82612', 'Source': 'SwissProt', 'Reference': 'O14936'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
50	614	Thomsen and Becker disease	1	['chloride voltage-gated channel 1']	[{'ExternalReference': [{'id': '56754', 'Source': 'Ensembl', 'Reference': 'ENSG00000188037'}, {'id': '26613', 'Source': 'Genatlas', 'Reference': 'CLCN1'}, {'id': '26611', 'Source': 'HGNC', 'Reference': '2019'}, {'id': '26610', 'Source': 'OMIM', 'Reference': '118425'}, {'id': '82818', 'Source': 'Reactome', 'Reference': 'P35523'}, {'id': '32426', 'Source': 'SwissProt', 'Reference': 'P35523'}], 'count': '6'}]	['Disease-causing germline mutation(s) (loss of function) in']	['Assessed']
51	163966	X-linked dominant chondrodysplasia, Chassaing-Lacombe type	1	['histone deacetylase 6']	[{'ExternalReference': [{'id': '60117', 'Source': 'Ensembl', 'Reference': 'ENSG00000094631'}, {'id': '50075', 'Source': 'Genatlas', 'Reference': 'HDAC6'}, {'id': '50076', 'Source': 'HGNC', 'Reference': '14064'}, {'id': '83190', 'Source': 'IUPHAR', 'Reference': '2618'}, {'id': '50077', 'Source': 'OMIM', 'Reference': '300272'}, {'id': '60118', 'Source': 'Reactome', 'Reference': 'Q9UBN7'}, {'id': '50078', 'Source': 'SwissProt', 'Reference': 'Q9UBN7'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
